Movie Name,Scraped Name,Budget,Director,Writer,Actor,Rating,OtherInfo,Date,DirectorsRating,WritersRating,TotalFollowers,Revenue
Foodfight!,Foodfight!,45000000,['Lawrence Kasanoff'],"['Lawrence Kasanoff', 'Joshua Wexler', 'Brent V. Friedman']","['Hilary Duff', 'Haylie Duff', 'Charlie Sheen']",1.3,"2012
PG
1h 31m",2012,1,1.666666667,18.30103,"$120,323 "
Superbabies: Baby Geniuses 2,Superbabies: Baby Geniuses 2,20000000,['Bob Clark'],"['Robert Grasmere', 'Francisca Matos', 'Steven Paul']","['Jon Voight', 'Scott Baio', 'Vanessa Angel']",1.5,"2004
PG
1h 28m",2004,7,1.5,7.682560212,"$9,355,369 "
The Oogieloves in the BIG Balloon Adventure,The Oogieloves in the Big Balloon Adventure,20000000,['Matthew Diamond'],"['Scott Stabile', 'Kenn Viselman', 'Alex J Greene']","['Jaime Pressly', 'Cloris Leachman', 'Christopher Lloyd']",1.7,"2012
G
1h 28m",2012,1,1,11.45004269,"$1,065,907 "
Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,13000000,['Jon M. Chu'],"['Justin Bieber', 'Boyz II Men', 'Miley Cyrus']","['Justin Bieber', 'Boyz II Men', 'Miley Cyrus']",1.7,"2011
G
1h 45m",2011,6.333333333,1,20.04559089,"$99,034,125 "
Disaster Movie,Disaster Movie,20000000,"['Jason Friedberg', 'Aaron Seltzer']","['Jason Friedberg', 'Aaron Seltzer']","['Carmen Electra', 'Vanessa Lachey', 'Nicole Parker']",1.9,"2008
PG-13
1h 27m",2008,2.333333333,3.333333333,18.60205999,"$36,720,752 "
From Justin to Kelly,From Justin to Kelly,12000000,['Robert Iscove'],['Kim Fuller'],"['Kelly Clarkson', 'Justin Guarini', 'Katherine Bailess']",1.9,"2003
PG
1h 21m",2003,3.666666667,3.333333333,15.09062798,"$4,922,166 "
United Passions,United Passions,30000000,['FrÃ©dÃ©ric Auburtin'],"['FrÃ©dÃ©ric Auburtin', 'Jean-Paul Delfino']","['GÃ©rard Depardieu', 'Sam Neill', 'Tim Roth']",2.1,"2014
Not Rated
1h 50m",2014,4.5,2,10.39238035,"$168,832 "
House of the Dead,House of the Dead,7000000,['Uwe Boll'],"['Mark A. Altman', 'Dan Bates', 'Dave Parker']","['Jonathan Cherry', 'Tyron Leitso', 'Clint Howard']",2.1,"2003
R
1h 30m",2003,2.666666667,2,10.95311514,"$13,860,078 "
The HelixÃ¢ÂÂ¦Loaded,The Helix... Loaded,1000000,['A. Raven Cruz'],['A. Raven Cruz'],"['Scott Levy', 'Vanilla Ice', 'Geremy Dingle']",2.1,"2005
R
1h 37m",2005,2,2,10.95300387,#N/A
Son of the Mask,Son of the Mask,100000000,['Lawrence Guterman'],['Lance Khazei'],"['Jamie Kennedy', 'Traylor Howard', 'Alan Cumming']",2.2,"2005
PG
1h 34m",2005,3.5,2,14.53558973,"$59,918,422 "
Who's Your Caddy?,Who's Your Caddy?,7000000,['Don Michael Paul'],"['Don Michael Paul', 'Bradley Allenstein', 'Robert Henny']","['Big Boi', 'Jeffrey Jones', 'Terry Crews']",2.2,"2007
PG-13
1h 33m",2007,3,3,13.30103,"$5,694,308 "
Rock the House,De Bellinga's: Huis op stelten,250000,['Armando de Boer'],['Martijn Koevoets'],"['Luan Bellinga', 'Lucilla Bellinga', 'DaniÃ«l Bellinga']",2.2,"2022
1h 5m",2022,2,2,9.531734309,$0 
Rock the House,De Bellinga's: Huis op stelten,250000,['Armando de Boer'],['Martijn Koevoets'],"['Luan Bellinga', 'Lucilla Bellinga', 'DaniÃ«l Bellinga']",2.2,"2022
1h 5m",2022,2,2,9.531734309,$0 
Chairman of the Board,Chairman of the Board,7000000,['Alex Zamm'],"['Alfredo SeptiÃ©n', 'Turi Meyer', 'Alex Zamm']","['Scott 'Carrot Top' Thompson', 'Courtney Thorne-Smith', 'Larry Miller']",2.3,"1997
PG-13
1h 35m",1997,2,2,7.44681589,"$306,715 "
Snow White: A Deadly Summer,Snow White: A Deadly Summer,1000000,['David DeCoteau'],['Barbara Kymlicka'],"['Shanley Caswell', 'Maureen McCormick', 'Eric Roberts']",2.3,"2012
PG-13
1h 23m",2012,2.5,2,12.48953663,$0 
Epic Movie,Epic Movie,20000000,"['Jason Friedberg', 'Aaron Seltzer']","['Jason Friedberg', 'Aaron Seltzer']","['Kal Penn', 'Jennifer Coolidge', 'Fred Willard']",2.4,"2007
PG-13
1h 26m",2007,2.333333333,3.333333333,13.27673746,"$86,858,578 "
Alone in the Dark,Alone in the Dark,20000000,['Uwe Boll'],"['Elan Mastai', 'Michael Roesch', 'Peter Scheerer']","['Christian Slater', 'Tara Reid', 'Stephen Dorff']",2.4,"2005
R
1h 36m",2005,2.666666667,2,8.668840476,"$10,588,079 "
Dancin' It's On,Dancin': It's on!,12000000,['David Winters'],"['David Winters', 'David A. Prior']","['Gary Daniels', 'Ava Fabian', 'Jordan Clark']",2.4,"2015
PG
1h 29m",2015,2,2,11.88754167,$0 
"Dude, Where's My Dog","Dude, Where's My Dog?!",100000,['Stephen Langford'],['Stephen Langford'],"['Nic Birdsall', 'Gabriela Castillo', 'Taisha Monique Clark']",2.4,"2014
PG
1h 22m",2014,2,2,5.483251998,$0 
"Dude, Where's My Dog","Dude, Where's My Dog?!",100000,['Stephen Langford'],['Stephen Langford'],"['Nic Birdsall', 'Gabriela Castillo', 'Taisha Monique Clark']",2.4,"2014
PG
1h 22m",2014,2,2,5.483251998,$0 
Battlefield Earth: A Saga of the Year 3000,Battlefield Earth,80000000,['Roger Christian'],"['Corey Mandell', 'J.D. Shapiro', 'L. Ron Hubbard']","['John Travolta', 'Forest Whitaker', 'Barry Pepper']",2.5,"2000
PG-13
1h 58m",2000,2,2,14.20631305,"$29,725,663 "
Baby Geniuses,Baby Geniuses,13000000,['Bob Clark'],"['Steven Paul', 'Francisca Matos', 'Robert Grasmere']","['Kathleen Turner', 'Christopher Lloyd', 'Kim Cattrall']",2.5,"1999
PG
1h 37m",1999,7,1.5,11.38800879,"$27,151,490 "
30 Nights Of Paranormal Activity With The DevilÃ¢ÂÂ¦,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,3000000,['Craig Moss'],['Craig Moss'],"['Ashley Martin', 'Austin Scott', 'Heidi Kramer']",2.5,"2013
R
1h 20m",2013,2,2,6.996117476,#N/A
Gigli,Gigli,54000000,['Martin Brest'],['Martin Brest'],"['Ben Affleck', 'Jennifer Lopez', 'Justin Bartha']",2.6,"2003
R
2h 1m",2003,7,2,12.79413936,"$7,126,002 "
Dragonball Evolution,Dragonball Evolution,30000000,['James Wong'],"['Ben Ramsey', 'Akira Toriyama']","['Justin Chatwin', 'James Marsters', 'Chow Yun-Fat']",2.6,"2009
PG
1h 25m",2009,6,3,14.05188137,"$56,511,457 "
Hannah Montana and Miley Cyrus: Best of Both WoÃ¢ÂÂ¦,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,6500000,['Bruce Hendricks'],"['Michael Poryes', 'Richard Correll', 'Barry O Brien']","['Miley Cyrus', 'The Jonas Brothers', 'Kenny Ortega']",2.6,"2008
G
1h 14m",2008,2,3,21.16398742,#N/A
The Vatican Exorcisms,The Vatican Exorcisms,1100000,['Joe Marino'],"['Mauro Paolucci', 'Salvatore Scarico']","['Piero MaggiÃ²', 'Joe Marino', 'Anella Vastola']",2.6,"2013
R
1h 16m",2013,2,2,6.455734633,$0 
Fight Valley,Fight Valley,20000000,['Rob Hawk'],['Rob Hawk'],"['Susie Celek', 'Miesha Tate', 'Erin O Brien']",2.7,"2016
Not Rated
1h 30m",2016,2,2,15.81440743,$0 
Cats,Cats,100000000,['Tom Hooper'],"['Lee Hall', 'Tom Hooper', 'Andrew Lloyd Webber']","['James Corden', 'Judi Dench', 'Jason Derulo']",2.8,"2019
PG
1h 50m",2019,7.333333333,4.777777778,17.70214091,"$75,568,568 "
Inchon,Inchon,46000000,['Terence Young'],"['Robin Moore', 'Laird Koenig', 'Paul Savage']","['Laurence Olivier', 'Jacqueline Bisset', 'Ben Gazzara']",2.8,"1981
PG
2h 20m",1981,6.666666667,2.833333333,3.986547813,"$4,408,636 "
Meet the Spartans,Meet the Spartans,30000000,"['Jason Friedberg', 'Aaron Seltzer']","['Jason Friedberg', 'Aaron Seltzer']","['Sean Maguire', 'Kevin Sorbo', 'Carmen Electra']",2.8,"2008
PG-13
1h 27m",2008,2.333333333,3.333333333,17.25129746,"$84,646,831 "
Date Movie,Date Movie,20000000,"['Aaron Seltzer', 'Jason Friedberg']","['Jason Friedberg', 'Aaron Seltzer']","['Alyson Hannigan', 'Adam Campbell', 'Fred Willard']",2.8,"2006
PG-13
1h 23m",2006,2.333333333,3.333333333,11.88536122,"$85,146,165 "
Doogal,Doogal,20000000,"['Dave Borthwick', 'Jean Duval', 'Frank Passingham']","['Paul Bassett', 'Tad Safran', 'Raoff Sanoussi']","['Jon Stewart', 'Judi Dench', 'Daniel Tay']",2.8,"2006
G
1h 18m",2006,2,2,8.927080737,"$28,058,652 "
Frenzy,Surrounded,3500000,['Jose Montesinos'],['Graham Winter'],"['Aubrey Reynolds', 'Gina Vitori', 'Lanett Tachel']",2.8,"TV Movie
2018
TV-14
1h 25m",2018,2,2,12.07864483,"$12,600,000 "
Mutant World,Mutant World,1500000,['David Winning'],['Matthew Campagna'],"['Holly Deveaux', 'Ashanti', 'Jason Cermak']",2.8,"2014
Not Rated
1h 22m",2014,2,2,15.02043156,$0 
Frat Party,Frat Party,1000000,['Robert Bennett'],['Robert Bennett'],"['Randy Wayne', 'Caroline D Amore', 'Jareb Dauplaise']",2.8,"2009
R
1h 30m",2009,2,2,4,$0 
Bled,Bled,750000,['Christopher Hutson'],['Sxv leithan Essex'],"['Sarah Farooqui', 'Chris Ivan Cevic', 'Alex Petrovitch']",2.8,"2009
R
1h 35m",2009,2,2,8.88314608,$0 
Marci X,Marci X,20000000,['Richard Benjamin'],['Paul Rudnick'],"['Lisa Kudrow', 'Damon Wayans', 'Richard Benjamin']",2.9,"2003
R
1h 24m",2003,5.333333333,5.666666667,12.83448429,"$1,646,664 "
Gatwick Gangsters,Gatwick Gangsters,16066830,"['Shampagne', 'David Manning']","['John Clack', 'David Manning', 'Shampagne']","['Garry Bushell', 'Bobby George', 'Willie Thorne']",2.9,"2017
Not Rated
1h 46m",2017,2,2,8.218069736,$0 
The Real Cancun,The Real Cancun,4000000,['Rick de Oliveira'],['Brian Caldirola'],"['Benjamin Fletcher', 'Nicole Frilot', 'Roxanne Frilot']",2.9,"2003
R
1h 36m",2003,2,2,9.631538512,"$4,188,034 "
The Real Cancun,The Real Cancun,4000000,['Rick de Oliveira'],['Brian Caldirola'],"['Benjamin Fletcher', 'Nicole Frilot', 'Roxanne Frilot']",2.9,"2003
R
1h 36m",2003,2,2,9.631538512,"$4,188,034 "
Winnie the Pooh,Winnie the Pooh: Blood and Honey,30000000,['Rhys Frake-Waterfield'],"['Rhys Frake-Waterfield', 'A.A. Milne']","['Nikolai Leon', 'Maria Taylor', 'Natasha Rose Mills']",3,"2023
Not Rated
1h 24m",2023,3,4.666666667,5.376773987,"$50,145,607 "
BloodRayne,BloodRayne,25000000,['Uwe Boll'],['Guinevere Turner'],"['Kristanna Loken', 'Ben Kingsley', 'Michelle Rodriguez']",3,"2005
R
1h 35m",2005,2.666666667,5,10.12567641,"$3,711,633 "
Dwegons and Leprechauns,Dwegons and Leprechauns,20000000,['Tom Walsh'],"['Wray Arenz', 'Steven Lee Smeltzer', 'Adriana Stastny']","['Melissa Leo', 'Maggie Wheeler', 'Joey D. Vieira']",3,"2014
PG
1h 38m",2014,3,3,3.361160995,$0 
Honey,Winnie the Pooh: Blood and Honey,18000000,['Rhys Frake-Waterfield'],"['Rhys Frake-Waterfield', 'A.A. Milne']","['Nikolai Leon', 'Maria Taylor', 'Natasha Rose Mills']",3,"2023
Not Rated
1h 24m",2023,3,4.666666667,5.376773987,"$62,646,763 "
Standing Ovation,Standing Ovation,5600000,['Stewart Raffill'],['Stewart Raffill'],"['Devon Jordan', 'Ashley Cutrona', 'Erika Corvette']",3,"2010
PG
1h 45m",2010,4,4,3.046885191,"$531,806 "
Hum to Mohabbt Karega,Hum To Mohabbat Karega,2000000,['Kundan Shah'],"['Kundan Shah', 'Ranjit Kapoor']","['Karisma Kapoor', 'Bobby Deol', 'Rohit Roy']",3,"2000
2h 33m",2000,3,3,13.20411998,"$121,807 "
The Dead Undead,The Dead Undead,1100000,"['Matthew R. Anderson', 'Edward Conna']",['Edward Conna'],"['Luke Goss', 'Matthew R. Anderson', 'Spice Williams-Crosby']",3,"2010
R
1h 30m",2010,3,3,4.763427994,$0 
Windsor Drive,Windsor Drive,850000,['Natalie Bible''],"['T.R. Gough', 'Tommy O Reilly']","['Samaire Armstrong', 'Anna Luca Biani', 'Matt Cohen']",3,"2015
Not Rated
1h 30m",2015,3,3,13.55643325,"$3,256 "
La vÃÂ©ritable histoire du Chat BottÃÂ©,The True Story of Puss'N Boots,25000000,"['JÃ©rÃ´me Deschamps', 'Pascal HÃ©rold', 'Macha MakeÃ¯eff']","['Pascal HÃ©rold', 'JÃ©rÃ´me Deschamps', 'Charles Perrault']","['JÃ©rÃ´me Deschamps', 'Yolande Moreau', 'Arthur Deschamps']",3.1,"2009
G
1h 20m",2009,3,4,2.396199347,#N/A
Left Behind,Left Behind,18500000,['Vic Armstrong'],"['Paul Lalonde', 'John Patus', 'Tim LaHaye']","['Nicolas Cage', 'Lea Thompson', 'Cassi Thomson']",3.1,"2014
PG-13
1h 50m",2014,3,3,12.53069648,"$4,224,065 "
Left Behind,Left Behind,16000000,['Vic Armstrong'],"['Paul Lalonde', 'John Patus', 'Tim LaHaye']","['Nicolas Cage', 'Lea Thompson', 'Cassi Thomson']",3.1,"2014
PG-13
1h 50m",2014,3,3,12.53069648,"$4,224,065 "
Barney's Great Adventure,Barney's Great Adventure,15000000,['Steve Gomer'],"['Stephen White', 'Sheryl Leach', 'Dennis DeShazer']","['George Hearn', 'Shirley Douglas', 'Trevor Morgan']",3.1,"1998
G
1h 16m",1998,3,3,8.011424802,"$11,156,471 "
I Got the Hook-Up!,I Got the Hook Up 2,3500000,['Corey Grant'],"['Michael Ballard', 'Ramello Barnes', 'Corey Grant']","['Johnny 'Koolout' Starks', 'Farrah Laurel Abraham', 'Alexandru Achindinov']",3.1,"2019
Not Rated
1h 47m",2019,4,3.333333333,10.52525218,"$10,317,779 "
Alien Uprising,Alien Uprising,2500000,['Dominic Burns'],['Dominic Burns'],"['Bianca Brigitte Van Damme', 'Andrew Shim', 'Sean Brosnan']",3.1,"2012
R
1h 41m",2012,3,3,12.79070729,$0 
"The Book of Mormon Movie, Volume 1: The Journey","The Book of Mormon Movie, Volume 1: The Journey",2000000,['Gary Rogers'],"['Craig Clyde', 'Gary Rogers']","['Noah Dalton Danby', 'Jacque Gray', 'Bryce Chamberlain']",3.1,"2003
PG-13
2h",2003,3,3,3.702947246,"$1,660,865 "
Doc HollidayÃ¢ÂÂs Revenge,Doc Holliday's Revenge,1000000,['David DeCoteau'],['Rolfe Kanefsky'],"['William McNamara', 'Eric Roberts', 'Tom Berenger']",3.1,"2014
PG-13
1h 24m",2014,2.5,3,12.87512102,#N/A
Treachery,Treachery,625000,['Travis Romero'],"['Travis Romero', 'Lorraine Ziff']","['Michael Biehn', 'Matthew Ziff', 'Caitlin Keats']",3.1,"2013
Not Rated
1h 7m",2013,3,3,5.524979982,$0 
Royal Kill,Royal Kill,350000,['Bob Ahmed'],['Bob Ahmed'],"['Alexander Wraith', 'Gail Kim', 'Lalaine']",3.1,"2009
PG-13
1h 30m",2009,3,3,5.397940009,$0 
Air Strike,Air Strike,65000000,['Xiao Feng'],['Ping Chen'],"['Ye Liu', 'Bruce Willis', 'Song Seung-heon']",3.2,"2018
R
1h 36m",2018,3,3,14.19479176,"$516,279 "
The Bachelor,The Bachelor,21000000,['Mike Fleiss'],"['Chris Harrison', 'Brad Womack', 'Jesse Palmer']","['Chris Harrison', 'Brad Womack', 'Jesse Palmer']",3.2,"TV Series
2002â
TV-14
1h",2002,3,3,13.62469453,"$36,882,378 "
Shanghai Surprise,Shanghai Surprise,17000000,['Jim Goddard'],"['John Kohn', 'Robert Bentley', 'Tony Kenrick']","['Sean Penn', 'Madonna', 'Paul Freeman']",3.2,"1986
PG-13
1h 37m",1986,3,3,16.42828677,"$2,315,000 "
Tu Xia Chuan Qi,Legend of Kung Fu Rabbit,12000000,"['Lijun Sun', 'Melanie Simka']","['Melanie Simka', 'Mychal Simka', 'Jingzhi Zou']","['Jon Heder', 'Tom Arnold', 'Rebecca Black']",3.2,"2011
PG
1h 29m",2011,3,3.5,14.60696576,"$1,828,400 "
Slender Man,Slender Man,10000000,['Sylvain White'],"['David Birke', 'Victor Surge']","['Joey King', 'Julia Goldani Telles', 'Jaz Sinclair']",3.2,"2018
PG-13
1h 33m",2018,4.666666667,4,18.112605,"$51,945,949 "
Daddy Day Camp,Daddy Day Camp,6000000,['Fred Savage'],"['Geoff Rodkey', 'J. David Stem', 'David N. Weiss']","['Cuba Gooding Jr.', 'Lochlyn Munro', 'Richard Gant']",3.2,"2007
PG
1h 33m",2007,3,5.333333333,5.761175813,"$18,209,872 "
Lords of London,Lords of London,3440000,['Antonio Simoncini'],['Antonio Simoncini'],"['Glen Murphy', 'Ray Winstone', 'Serena Iansiti']",3.2,"2014
R
1h 30m",2014,3,3,14.32975371,$0 
My Big Fat Independent Movie,My Big Fat Independent Movie,3000000,['Philip Zlotorynski'],"['Chris Gore', 'Adam Schwartz']","['Paget Brewster', 'Neil Barton', 'Eric Hoffman']",3.2,"2005
R
1h 20m",2005,3,3,12.59802955,"$4,655 "
Super Capers,Super Capers: The Origins of Ed and the Missing Bullion,2000000,['Ray Griggs'],['Ray Griggs'],"['Justin Whalin', 'Ray Griggs', 'Danielle Harris']",3.2,"2008
PG
1h 38m",2008,3.5,3.5,8.50613146,"$30,955 "
Neal n' Nikki,Neal 'n' Nikki,1300000,['Arjun Sablok'],"['Arjun Sablok', 'Anvita Dutt']","['Uday Chopra', 'Tanishaa Mukerji', 'Abhishek Bachchan']",3.2,"2005
Not Rated
2h 2m",2005,3,3.5,12.50242712,"$329,621 "
Bleeding Hearts,Bleeding Hearts,1200000,['Dylan Bank'],"['Ken Del Vecchio', 'Rachael Robbins']","['Robert Loggia', 'Charles Durning', 'Tony Todd']",3.2,"2015
Not Rated
1h 40m",2015,3,3,6.247482261,$0 
Steppin: The Movie,Steppin: The Movie,1000000,['Michael Taliferro'],"['Bryan Anthony Pierre', 'Sean Alexander Jefferson']","['Wesley Jonathan', 'Chrystee Pharris', 'Monica Allgeier']",3.2,"2009
PG-13
2h 18m",2009,3,3,7.46585853,$0 
Jack and Jill,Jack and Jill,79000000,['Dennis Dugan'],"['Ben Zook', 'Steve Koren', 'Adam Sandler']","['Adam Sandler', 'Katie Holmes', 'Al Pacino']",3.3,"2011
PG
1h 31m",2011,6.333333333,5.111111111,18.19479176,"$150,519,217 "
The Master of Disguise,The Master of Disguise,16000000,['Perry Andelin Blake'],"['Dana Carvey', 'Harris Goldberg']","['Dana Carvey', 'Jennifer Esposito', 'Harold Gould']",3.3,"2002
PG
1h 20m",2002,3,3.833333333,10.44518371,"$40,363,530 "
Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,10000000,['Tom Brady'],"['Adam Sandler', 'Allen Covert', 'Nick Swardson']","['Nick Swardson', 'Don Johnson', 'Christina Ricci']",3.3,"2011
R
1h 37m",2011,3,5.222222222,17.71933129,"$2,529,395 "
Navy SEAL vs. Zombies,Navy Seals vs. Zombies,5000000,['Stanton Barrett'],"['A.K. Waters', 'Matthew Carpenter']","['Ed Quinn', 'Michael Dudikoff', 'Rick Fox']",3.3,"2015
Not Rated
1h 37m",2015,3,3,10.25491044,$0 
Without Men,Without Men,4700000,['Gabriela Tagliavini'],"['Gabriela Tagliavini', 'James Canon']","['Eva Longoria', 'Christian Slater', 'Oscar NuÃ±ez']",3.3,"2011
R
1h 27m",2011,3,3,12.32014629,$0 
Phat Girlz,Phat Girlz,3000000,['Nnegest LikkÃ©'],['Nnegest LikkÃ©'],"['Mo'Nique', 'Kendra C. Johnson', 'Jimmy Jean-Louis']",3.3,"2006
PG-13
1h 39m",2006,3,3,6,"$7,301,115 "
Tarnation,Creature Cabin,400000,['Daniel Armstrong'],['Daniel Armstrong'],"['Emma-Louise Wilson', 'Joshua Diaz', 'Daisy Masterman']",3.3,"2017
1h 24m",2017,3,3,9.306425028,"$1,162,014 "
The Emoji Movie,The Emoji Movie,50000000,['Tony Leondis'],"['Tony Leondis', 'Eric Siegel', 'Mike White']","['T.J. Miller', 'James Corden', 'Anna Faris']",3.4,"2017
PG
1h 26m",2017,4,4.444444444,13.07918125,"$216,564,839 "
FearDotCom,Feardotcom,40000000,['William Malone'],"['Moshe Diamant', 'Josephine Coyle', 'Holly Payberg-Torroija']","['Stephen Dorff', 'Natascha McElhone', 'Stephen Rea']",3.4,"2002
R
1h 41m",2002,4,3,8.543655085,"$13,289,290 "
Dumb and Dumberer: When Harry Met Lloyd,Dumb and Dumberer: When Harry Met Lloyd,30000000,['Troy Miller'],"['Peter Farrelly', 'Bennett Yellin', 'Bobby Farrelly']","['Derek Richardson', 'Eric Christian Olsen', 'Eugene Levy']",3.4,"2003
PG-13
1h 25m",2003,4,6.222222222,12.237936,"$28,986,358 "
Vampires Suck,Vampires Suck,20000000,"['Jason Friedberg', 'Aaron Seltzer']","['Jason Friedberg', 'Aaron Seltzer']","['Jenn Proske', 'Matt Lanter', 'Diedrich Bader']",3.4,"2010
PG-13
1h 22m",2010,2.333333333,3.333333333,10.27128387,"$81,424,988 "
Norm of the North,Norm of the North,18000000,"['Trevor Wall', 'Lisa Ortiz']","['Malcolm T. Goldman', 'Steven Altiere', 'Daniel Altiere']","['Rob Schneider', 'Heather Graham', 'Ken Jeong']",3.4,"2016
PG
1h 30m",2016,3,3,11.97772361,"$30,535,660 "
Larry the Cable Guy: Health Inspector,Larry the Cable Guy: Health Inspector,17000000,['Trent Cooper'],"['Jonathan Bernstein', 'James Greer']","['Larry the Cable Guy', 'David Koechner', 'Michael Papajohn']",3.4,"2006
PG-13
1h 29m",2006,3,5,7.977906428,"$15,680,099 "
Witless Protection,Witless Protection,7500000,['Charles Robert Carner'],"['Charles Robert Carner', 'Alan C. Blomquist']","['Larry the Cable Guy', 'Jenny McCarthy-Wahlberg', 'Richard Bull']",3.4,"2008
PG-13
1h 37m",2008,3,3,6.301029996,"$4,151,836 "
Chain of Command,Chain of Command,4000000,['Kevin Carraway'],"['Kevin Carraway', 'Lawrence Sara']","['Michael Jai White', 'Max Ryan', 'Steve Austin']",3.4,"2015
R
1h 28m",2015,3,3,15.2506049,$0 
Chain of Command,Chain of Command,4000000,['Kevin Carraway'],"['Kevin Carraway', 'Lawrence Sara']","['Michael Jai White', 'Max Ryan', 'Steve Austin']",3.4,"2015
R
1h 28m",2015,3,3,15.2506049,$0 
Teen Wolf Too,Teen Wolf Too,3000000,['Christopher Leitch'],"['Jeph Loeb', 'Matthew Weisman', 'Tim Kring']","['Jason Bateman', 'Kim Darby', 'John Astin']",3.4,"1987
PG
1h 35m",1987,3,4,8.199233931,"$7,888,000 "
Shark Lake,Shark Lake,2000000,['Jerry Dugan'],"['Gabe Burnstein', 'David Anderson']","['Dolph Lundgren', 'Sara Malakul Lane', 'Lily Brooks O Briant']",3.4,"2015
Not Rated
1h 32m",2015,3,3,12.08778142,$0 
Independence Daysaster,Independence Daysaster,1800000,['W.D. Hogan'],"['Sydney Roper', 'Rudy Thauberger']","['Ryan Merriman', 'Andrea Brooks', 'Emily Holmes']",3.4,"TV Movie
2013
PG-13
1h 30m",2013,3,3,12.62107013,$0 
BeginnerÃ¢ÂÂs Guide to Sex,Beginner's Guide to Sex,1800000,['Andrew Drazek'],['Ted Beck'],"['Whitney Moore', 'Tom Arnold', 'Laura Cayouette']",3.4,"2015
Not Rated
1h 32m",2015,3,3,11.79435697,#N/A
The Lion of Judah,The Lion of Judah,1500000,"['Deryck Broom', 'Roger Hawkins']","['Brent Dawes', 'Edward James', 'Kurt Kelly']","['Ernest Borgnine', 'Anupam Kher', 'Sandi Patty']",3.4,"2011
PG
1h 27m",2011,3,3,11.53376698,$0 
The Ghouls,Night of the Ghouls,37000000,['Edward D. Wood Jr.'],['Edward D. Wood Jr.'],"['Kenne Duncan', 'Duke Moore', 'Tor Johnson']",3.5,"1959
Unrated
1h 9m",1959,3,3,7.504062883,"$259,425,249 "
Dragon Wars: D-War,Dragon Wars: D-War,32000000,['Hyung-rae Shim'],['Hyung-rae Shim'],"['Jason Behr', 'Amanda Brooks', 'Robert Forster']",3.5,"2007
PG-13
1h 47m",2007,3,3,4.716003344,"$79,915,361 "
Spy Kids: All the Time in the World,Spy Kids 4: All the Time in the World,27000000,['Robert Rodriguez'],['Robert Rodriguez'],"['Jessica Alba', 'Jeremy Piven', 'Joel McHale']",3.5,"2011
PG
1h 29m",2011,7.333333333,7.333333333,17.05797498,"$80,681,183 "
Dance Flick,Dance Flick,25000000,['Damien Dante Wayans'],"['Keenen Ivory Wayans', 'Shawn Wayans', 'Marlon Wayans']","['Marlon Wayans', 'Shawn Wayans', 'Shoshana Bush']",3.5,"2009
PG-13
1h 23m",2009,3,5.444444444,16.77158748,"$32,224,624 "
Scary Movie V,Scary Movie V,20000000,"['Malcolm D. Lee', 'David Zucker']","['David Zucker', 'Pat Proft', 'Shawn Wayans']","['Simon Rex', 'Ashley Tisdale', 'Charlie Sheen']",3.5,"2013
PG-13
1h 26m",2013,6.333333333,5.888888889,17.28330123,"$78,613,981 "
The Last Godfather,The Last Godfather,13400000,['Hyung-rae Shim'],['Hyung-rae Shim'],"['Harvey Keitel', 'Jason Mewes', 'Blake Clark']",3.5,"2010
PG-13
1h 40m",2010,3,3,12.36583874,"$164,247 "
Police Academy 7: Mission to Moscow,Police Academy: Mission to Moscow,10000000,['Alan Metter'],"['Neal Israel', 'Pat Proft', 'Randolph Davis']","['G.W. Bailey', 'George Gaynes', 'Michael Winslow']",3.5,"1994
PG
1h 23m",1994,3,4.388888889,1.301029996,"$126,247 "
An Alan Smithee Film: Burn Hollywood Burn,An Alan Smithee Film: Burn Hollywood Burn,10000000,['Arthur Hiller'],['Joe Eszterhas'],"['Ryan O Neal', 'Coolio', 'Chuck D ]",3.5,"1997
R
1h 26m",1997,5,6.666666667,10.07217634,"$45,779 "
The Omega Code,The Omega Code,7200000,['Robert Marcarelli'],"['Stephan Blinn', 'Hollis Barton']","['Casper Van Dien', 'Michael York', 'Catherine Oxenberg']",3.5,"1999
PG-13
1h 40m",1999,3,3.5,9.130333768,"$12,678,312 "
Fifty Shades of Black,Fifty Shades of Black,5000000,['Michael Tiddes'],"['Marlon Wayans', 'Rick Alvarez']","['Marlon Wayans', 'Kali Hawk', 'Fred Willard']",3.5,"2016
R
1h 32m",2016,4,4.666666667,11.89682593,"$22,113,075 "
Impact Point,Point of Impact,2200000,['Bob Misiorowski'],"['David Zito', 'Les Weldon', 'George Edward Fernandez']","['Michael ParÃ©', 'Barbara Carrera', 'Michael Ironside']",3.5,"1993
R
1h 36m",1993,3,3,6.969520093,$0 
Wind Walkers,Wind Walkers,2000000,['Russell Friedenberg'],['Russell Friedenberg'],"['Zane Holtz', 'Glen Powell', 'Kiowa Gordon']",3.5,"2015
R
1h 33m",2015,3,3,15.45741739,$0 
